field_name,declaring_file,declaration_kind,nullability,default,check,fk,enum_coercion,required,current_role,owner_category,target_owner_file,target_descriptor,deletion_proof,pinned_tests,metric_id,baseline_count,target_count,quire_dependency_id,sidecar_disposition,slice_id,status
AtmsClaimWhyOutReport,propstore/app/world_atms.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/claims/declaration.py,claim,class_surfaces_app_world: 228 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,class_surfaces_app_world,228,0,,,claims,not-needed
AtmsConceptWhyOutReport,propstore/app/world_atms.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/concepts/declaration.py,concept,class_surfaces_app_world: 228 -> 0,tests/test_concept_views.py; tests/test_sidecar_concept_projection.py; tests/test_sidecar_projection_fts_contract.py,class_surfaces_app_world,228,0,,,concepts,not-needed
AtmsStabilityReport,propstore/app/world_atms.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
AtmsRelevancePairLine,propstore/app/world_atms.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
AtmsRelevanceReport,propstore/app/world_atms.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
AtmsPlanLine,propstore/app/world_atms.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
AtmsInterventionsReport,propstore/app/world_atms.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
AtmsNextQueryLine,propstore/app/world_atms.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
AtmsNextQueryReport,propstore/app/world_atms.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
concept,propstore/app/world_reasoning.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/concepts/declaration.py,concept,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_concept_views.py; tests/test_sidecar_concept_projection.py; tests/test_sidecar_projection_fts_contract.py,table_name_mentions_outside_sidecar,544,0,QD-005,,concepts,complete
context,propstore/app/world_reasoning.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_text,typed-query-api,propstore/families/contexts/declaration.py,context,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_sidecar_contexts.py; tests/architecture/test_ist_projection_contract.py,table_name_mentions_outside_sidecar,544,0,QD-005,,contexts,complete
AppWorldExtensionsRequest,propstore/app/world_reasoning.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
WorldExtensionsClaimLine,propstore/app/world_reasoning.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/claims/declaration.py,claim,class_surfaces_app_world: 228 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,class_surfaces_app_world,228,0,,,claims,not-needed
WorldExtensionsReport,propstore/app/world_reasoning.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
context,propstore/app/world_revision.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_text,typed-query-api,propstore/families/contexts/declaration.py,context,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_sidecar_contexts.py; tests/architecture/test_ist_projection_contract.py,table_name_mentions_outside_sidecar,544,0,QD-005,,contexts,complete
AppRevisionWorldRequest,propstore/app/world_revision.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
AppRevisionExpandRequest,propstore/app/world_revision.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
AppRevisionContractRequest,propstore/app/world_revision.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
AppRevisionReviseRequest,propstore/app/world_revision.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
AppRevisionExplainRequest,propstore/app/world_revision.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
AppIteratedReviseRequest,propstore/app/world_revision.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
WorldlineCreateRequest,propstore/app/worldlines.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
WorldlineRunRequest,propstore/app/worldlines.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
WorldlineMutationReport,propstore/app/worldlines.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
WorldlineRunReport,propstore/app/worldlines.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
WorldlineBuildJournalRequest,propstore/app/worldlines.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
WorldlineJournalReport,propstore/app/worldlines.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
WorldlineAtStepRequest,propstore/app/worldlines.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
WorldlineAtStepReport,propstore/app/worldlines.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
WorldlineShowRequest,propstore/app/worldlines.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
WorldlineShowReport,propstore/app/worldlines.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
WorldlineListReport,propstore/app/worldlines.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
WorldlineDiffRequest,propstore/app/worldlines.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
